patch_filename,image_name,x,y,i,j,width,height,overlapping_512_patches
B1_size_1024_3072_5120.png,B1,3072,5120,3,5,1024,1024,"B1_size_512_3072_5120.png, B1_size_512_3072_5632.png, B1_size_512_3584_5120.png, B1_size_512_3584_5632.png"
B1_size_1024_3072_6144.png,B1,3072,6144,3,6,1024,1024,"B1_size_512_3072_6144.png, B1_size_512_3072_6656.png, B1_size_512_3584_6144.png, B1_size_512_3584_6656.png"
B1_size_1024_3072_7168.png,B1,3072,7168,3,7,1024,1024,"B1_size_512_3072_7168.png, B1_size_512_3072_7680.png, B1_size_512_3584_7168.png, B1_size_512_3584_7680.png"
B1_size_1024_3072_8192.png,B1,3072,8192,3,8,1024,1024,"B1_size_512_3072_8192.png, B1_size_512_3584_8192.png"
B1_size_1024_4096_4096.png,B1,4096,4096,4,4,1024,1024,B1_size_512_4096_4608.png
B1_size_1024_4096_5120.png,B1,4096,5120,4,5,1024,1024,"B1_size_512_4096_5120.png, B1_size_512_4096_5632.png, B1_size_512_4608_5120.png, B1_size_512_4608_5632.png"
B1_size_1024_4096_6144.png,B1,4096,6144,4,6,1024,1024,"B1_size_512_4096_6144.png, B1_size_512_4096_6656.png, B1_size_512_4608_6144.png, B1_size_512_4608_6656.png"
B1_size_1024_4096_7168.png,B1,4096,7168,4,7,1024,1024,"B1_size_512_4096_7168.png, B1_size_512_4096_7680.png, B1_size_512_4608_7168.png, B1_size_512_4608_7680.png"
B1_size_1024_4096_8192.png,B1,4096,8192,4,8,1024,1024,"B1_size_512_4096_8192.png, B1_size_512_4608_8192.png"
B1_size_1024_5120_5120.png,B1,5120,5120,5,5,1024,1024,"B1_size_512_5120_5120.png, B1_size_512_5120_5632.png, B1_size_512_5632_5632.png"
B1_size_1024_5120_6144.png,B1,5120,6144,5,6,1024,1024,"B1_size_512_5120_6144.png, B1_size_512_5120_6656.png, B1_size_512_5632_6144.png, B1_size_512_5632_6656.png"
B1_size_1024_5120_7168.png,B1,5120,7168,5,7,1024,1024,"B1_size_512_5120_7168.png, B1_size_512_5120_7680.png, B1_size_512_5632_7168.png, B1_size_512_5632_7680.png"
B1_size_1024_5120_8192.png,B1,5120,8192,5,8,1024,1024,"B1_size_512_5120_8192.png, B1_size_512_5632_8192.png"
B1_size_1024_6144_6144.png,B1,6144,6144,6,6,1024,1024,B1_size_512_6144_6656.png
B1_size_1024_6144_7168.png,B1,6144,7168,6,7,1024,1024,"B1_size_512_6144_7168.png, B1_size_512_6144_7680.png, B1_size_512_6656_7680.png"
B1_size_1024_6144_8192.png,B1,6144,8192,6,8,1024,1024,"B1_size_512_6144_8192.png, B1_size_512_6656_8192.png"
