patch_filename,image_name,x,y,i,j,width,height,overlapping_512_patches
H1_size_1024_4096_8192.png,H1,4096,8192,4,8,1024,1024,"H1_size_512_4096_8192.png, H1_size_512_4096_8704.png, H1_size_512_4608_8192.png, H1_size_512_4608_8704.png"
H1_size_1024_5120_2048.png,H1,5120,2048,5,2,1024,1024,"H1_size_512_5120_2048.png, H1_size_512_5120_2560.png, H1_size_512_5632_2048.png, H1_size_512_5632_2560.png"
H1_size_1024_5120_3072.png,H1,5120,3072,5,3,1024,1024,"H1_size_512_5120_3072.png, H1_size_512_5120_3584.png, H1_size_512_5632_3072.png, H1_size_512_5632_3584.png"
H1_size_1024_5120_4096.png,H1,5120,4096,5,4,1024,1024,"H1_size_512_5120_4096.png, H1_size_512_5120_4608.png, H1_size_512_5632_4096.png, H1_size_512_5632_4608.png"
H1_size_1024_5120_5120.png,H1,5120,5120,5,5,1024,1024,"H1_size_512_5120_5120.png, H1_size_512_5120_5632.png, H1_size_512_5632_5120.png, H1_size_512_5632_5632.png"
H1_size_1024_5120_6144.png,H1,5120,6144,5,6,1024,1024,"H1_size_512_5120_6144.png, H1_size_512_5120_6656.png, H1_size_512_5632_6144.png, H1_size_512_5632_6656.png"
H1_size_1024_5120_7168.png,H1,5120,7168,5,7,1024,1024,"H1_size_512_5120_7168.png, H1_size_512_5120_7680.png, H1_size_512_5632_7168.png, H1_size_512_5632_7680.png"
H1_size_1024_5120_8192.png,H1,5120,8192,5,8,1024,1024,"H1_size_512_5120_8192.png, H1_size_512_5120_8704.png, H1_size_512_5632_8192.png, H1_size_512_5632_8704.png"
H1_size_1024_6144_2048.png,H1,6144,2048,6,2,1024,1024,"H1_size_512_6144_2048.png, H1_size_512_6144_2560.png, H1_size_512_6656_2048.png, H1_size_512_6656_2560.png"
H1_size_1024_6144_3072.png,H1,6144,3072,6,3,1024,1024,"H1_size_512_6144_3072.png, H1_size_512_6144_3584.png, H1_size_512_6656_3072.png, H1_size_512_6656_3584.png"
H1_size_1024_6144_4096.png,H1,6144,4096,6,4,1024,1024,"H1_size_512_6144_4096.png, H1_size_512_6144_4608.png, H1_size_512_6656_4096.png, H1_size_512_6656_4608.png"
H1_size_1024_6144_5120.png,H1,6144,5120,6,5,1024,1024,"H1_size_512_6144_5120.png, H1_size_512_6144_5632.png, H1_size_512_6656_5120.png, H1_size_512_6656_5632.png"
H1_size_1024_6144_6144.png,H1,6144,6144,6,6,1024,1024,"H1_size_512_6144_6144.png, H1_size_512_6144_6656.png, H1_size_512_6656_6144.png, H1_size_512_6656_6656.png"
H1_size_1024_6144_7168.png,H1,6144,7168,6,7,1024,1024,"H1_size_512_6144_7168.png, H1_size_512_6144_7680.png, H1_size_512_6656_7168.png, H1_size_512_6656_7680.png"
H1_size_1024_6144_8192.png,H1,6144,8192,6,8,1024,1024,"H1_size_512_6144_8192.png, H1_size_512_6144_8704.png, H1_size_512_6656_8192.png"
H1_size_1024_7168_2048.png,H1,7168,2048,7,2,1024,1024,"H1_size_512_7168_2560.png, H1_size_512_7680_2560.png"
H1_size_1024_7168_3072.png,H1,7168,3072,7,3,1024,1024,"H1_size_512_7168_3072.png, H1_size_512_7168_3584.png, H1_size_512_7680_3072.png, H1_size_512_7680_3584.png"
H1_size_1024_7168_4096.png,H1,7168,4096,7,4,1024,1024,"H1_size_512_7168_4096.png, H1_size_512_7168_4608.png, H1_size_512_7680_4096.png, H1_size_512_7680_4608.png"
H1_size_1024_7168_5120.png,H1,7168,5120,7,5,1024,1024,"H1_size_512_7168_5120.png, H1_size_512_7168_5632.png, H1_size_512_7680_5120.png, H1_size_512_7680_5632.png"
H1_size_1024_7168_6144.png,H1,7168,6144,7,6,1024,1024,"H1_size_512_7168_6144.png, H1_size_512_7168_6656.png, H1_size_512_7680_6144.png, H1_size_512_7680_6656.png"
H1_size_1024_7168_7168.png,H1,7168,7168,7,7,1024,1024,"H1_size_512_7168_7168.png, H1_size_512_7168_7680.png, H1_size_512_7680_7168.png"
H1_size_1024_8192_2048.png,H1,8192,2048,8,2,1024,1024,"H1_size_512_8192_2560.png, H1_size_512_8704_2560.png"
H1_size_1024_8192_3072.png,H1,8192,3072,8,3,1024,1024,"H1_size_512_8192_3072.png, H1_size_512_8192_3584.png, H1_size_512_8704_3072.png, H1_size_512_8704_3584.png"
H1_size_1024_8192_4096.png,H1,8192,4096,8,4,1024,1024,"H1_size_512_8192_4096.png, H1_size_512_8192_4608.png, H1_size_512_8704_4096.png, H1_size_512_8704_4608.png"
H1_size_1024_8192_5120.png,H1,8192,5120,8,5,1024,1024,"H1_size_512_8192_5120.png, H1_size_512_8192_5632.png"
H1_size_1024_8192_6144.png,H1,8192,6144,8,6,1024,1024,H1_size_512_8192_6144.png
